source_path,skill_name,origin,decision,reason,license
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-resolve-pr-feedback,ce-resolve-pr-feedback,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires Bash(; Subagent; allowed-tools; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-retune,ce-retune,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-riffrec-feedback-analysis,ce-riffrec-feedback-analysis,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires scripts/analyze_riffrec_zip.py,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-setup,ce-setup,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-simplify-code,ce-simplify-code,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-strategy,ce-strategy,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-sweep,ce-sweep,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires allowed-tools; scripts/sweep-state.py; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-test-browser,ce-test-browser,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-test-xcode,ce-test-xcode,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires mcp__xcodebuildmcp__list_simul,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-work,ce-work,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-worktree,ce-worktree,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/lfg,lfg,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires Task tool,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/custom-paths/skills/default-skill,default-skill,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/custom-paths,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/sample-plugin/skills/agent-only-skill,agent-only-skill,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/sample-plugin,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/sample-plugin/skills/claude-only-skill,claude-only-skill,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/sample-plugin,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/sample-plugin/skills/disabled-skill,disabled-skill,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/sample-plugin,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/sample-plugin/skills/skill-one,skill-one,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/tests/fixtures/sample-plugin,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/brainstorming,brainstorming,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/dispatching-parallel-agents,dispatching-parallel-agents,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C2 fail: requires Subagent; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/executing-plans,executing-plans,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/finishing-a-development-branch,finishing-a-development-branch,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/receiving-code-review,receiving-code-review,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/requesting-code-review,requesting-code-review,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C2 fail: requires Subagent; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/subagent-driven-development,subagent-driven-development,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C2 fail: requires Subagent; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/systematic-debugging,systematic-debugging,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/test-driven-development,test-driven-development,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/using-git-worktrees,using-git-worktrees,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/using-superpowers,using-superpowers,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C2 fail: requires SUBAGENT; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/verification-before-completion,verification-before-completion,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/writing-plans,writing-plans,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C2 fail: requires Subagent; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/writing-skills,writing-skills,plugin:cursor-public/684/d884ae04edebef577e82ff7c4e143debd0bbec99,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0/skills/architecture-analyze,architecture-analyze,plugin:cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0,exclude,C2 fail: requires mcp__opsera__architecture; mcp__opsera__report,
/home/ubuntu/.cursor/plugins/cache/cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0/skills/compliance-audit,compliance-audit,plugin:cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0,exclude,C2 fail: requires mcp__opsera__compliance; mcp__opsera__report,
/home/ubuntu/.cursor/plugins/cache/cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0/skills/pre-commit-scan,pre-commit-scan,plugin:cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0,exclude,C2 fail: requires mcp__opsera__report; mcp__opsera__security,
/home/ubuntu/.cursor/plugins/cache/cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0/skills/security-scan,security-scan,plugin:cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0,exclude,C2 fail: requires mcp__opsera__opsera_report_tel; mcp__opsera__security,
/home/ubuntu/.cursor/plugins/cache/cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0/skills/sql-security,sql-security,plugin:cursor-public/6848/2c078dedda4244d9e799d072618d1184d5939ca0,exclude,C2 fail: requires mcp__opsera__opsera_report_tel; mcp__opsera__sql,
/home/ubuntu/.cursor/plugins/cache/cursor-public/701/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/continual-learning,continual-learning,plugin:cursor-public/701/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/701/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/continual-learning,continual-learning,plugin:cursor-public/701/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/738/8e6c2d02accefc0dad3b7d3be3751f7fcc210885/skills/langfuse,langfuse,plugin:cursor-public/738/8e6c2d02accefc0dad3b7d3be3751f7fcc210885,exclude,C2 fail: requires Bash(; allowed-tools; npx langfuse-cli,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/739/32f6a6c6c957528c475406b38a5f9b77a5b15d4b/skills/mcp-builder,mcp-builder,plugin:cursor-public/739/32f6a6c6c957528c475406b38a5f9b77a5b15d4b,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/739/32f6a6c6c957528c475406b38a5f9b77a5b15d4b/skills/mcp-security-audit,mcp-security-audit,plugin:cursor-public/739/32f6a6c6c957528c475406b38a5f9b77a5b15d4b,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/739/32f6a6c6c957528c475406b38a5f9b77a5b15d4b/skills/plugin-builder,plugin-builder,plugin:cursor-public/739/32f6a6c6c957528c475406b38a5f9b77a5b15d4b,exclude,C2 fail: requires mcp__runlayer__list_servers,
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/sightmap-authoring,sightmap-authoring,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,exclude,C2 fail: requires npx @sightmap/sightmap,
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/sightmap-browser,sightmap-browser,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,exclude,C2 fail: requires npx @sightmap/sightmap,
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/subtext-privacy,subtext-privacy,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/subtext-review,subtext-review,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/subtext-session,subtext-session,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/subtext-setup-plugin,subtext-setup-plugin,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/subtext-shared,subtext-shared,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/subtext-sightmap,subtext-sightmap,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/subtext-telemetry,subtext-telemetry,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787/skills/subtext-using-subtext,subtext-using-subtext,plugin:cursor-public/9297/5507c2a104f98666022b324a200b2c96138ea787,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/9333/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/orchestrate,orchestrate,plugin:cursor-public/9333/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/9333/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/orchestrate,orchestrate,plugin:cursor-public/9333/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/grok-build-plugin/39458441/336d904959c191d42864c2f37fc57c534ac55573/skills/grok-runtime,grok-runtime,plugin:grok-build-plugin/39458441/336d904959c191d42864c2f37fc57c534ac55573,exclude,C3 fail: plugin outside v0 candidate set,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/ai-gateway,ai-gateway,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/ai-sdk,ai-sdk,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/auth,auth,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx @clerk/upgrade,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/bootstrap,bootstrap,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx next-forge; npx shadcn@latest,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/chat-sdk,chat-sdk,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/deployments-cicd,deployments-cicd,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx playwright,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/env-vars,env-vars,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx dotenv; npx drizzle-kit; npx tsx; scripts/migrate.js,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/knowledge-update,knowledge-update,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/marketplace,marketplace,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx create-vercel-integration,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/next-cache-components,next-cache-components,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/next-forge,next-forge,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx next-forge; npx next-forge@latest; npx shadcn@latest,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/next-upgrade,next-upgrade,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx @next/codemod@latest,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/nextjs,nextjs,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/react-best-practices,react-best-practices,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/routing-middleware,routing-middleware,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx @next/codemod@latest; npx @vercel/config,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/runtime-cache,runtime-cache,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/shadcn,shadcn,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx shadcn@latest,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/turbopack,turbopack,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/vercel-agent,vercel-agent,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/vercel-cli,vercel-cli,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/vercel-firewall,vercel-firewall,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/vercel-functions,vercel-functions,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/vercel-sandbox,vercel-sandbox,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx tsx,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/vercel-storage,vercel-storage,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx convex; npx dotenv; npx drizzle-kit; npx prisma; npx tsx,
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/verification,verification,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98/skills/workflow,workflow,plugin:vercel/8449393/6e51924cb249e2941de005d59f1ac6f768477b98,exclude,C2 fail: requires npx @ai-sdk/codemod; npx workflow,
